Base Number,Base Name,Pick Up Date,Number of Trips,Number of Vehicles
B01478,"UNIWORLD BROTHERS ENTERPRISES, INC.",06/22/2015,108,13
B01625,GLOBE CAR SERVICE INC,06/30/2015,108,10
B01625,GLOBE CAR SERVICE INC,07/01/2015,108,10
B01625,GLOBE CAR SERVICE INC,07/04/2015,108,10
B00030,TREMONT DISPATCHING CORP,07/07/2015,108,11
B01625,GLOBE CAR SERVICE INC,07/09/2015,108,10
B00281,"VEE CEE LIMOUSINE SERVICE, INC",07/15/2015,108,10
B01308,LIL'D DISPATCH INC.,07/20/2015,108,24
B00481,806 SERVICE LLC,07/27/2015,108,10
B02133,"TWR CAR & LIMO, INC.",07/27/2015,108,34
B01308,LIL'D DISPATCH INC.,07/29/2015,108,24
B02241,"MARU & KITANO, INC.",07/31/2015,108, -   
B01522,"STM ENTERPRISES,INC",02/17/2015,107,15
B01522,"STM ENTERPRISES,INC",02/23/2015,107,13
B00053,CHARGE AND RIDE INC,02/25/2015,107,60
B02022,GOLD SEAL CAR & LIMO INC.,02/25/2015,107,30
B01522,"STM ENTERPRISES,INC",03/03/2015,107,15
B02016,PLANET LIMOUSINE LLC,03/20/2015,107,38
B01522,"STM ENTERPRISES,INC",04/02/2015,107,15
B00009,T-D MAINTENANCE,04/08/2015,107,15
B01679,CENTURY CAR SERVICE INC.,04/08/2015,107,8
B01675,"TOWNCAR TRANSPORTATION, INC.",04/09/2015,107,11
B01445,J T TRANS CO INC,04/10/2015,107,36
B02794,ASAP LUXE INC,04/13/2015,107,20
B01546,BELLE ROCK OF BEACH CHANNEL INC.,04/18/2015,107,7
B01675,"TOWNCAR TRANSPORTATION, INC.",04/19/2015,107,10
B02794,ASAP LUXE INC,04/20/2015,107,18
B00272,BIG APPLE CAR INC,04/25/2015,107,69
b01048,HILLSIDE 24 HOURS RADIO DISPATCH INC,04/25/2015,107,8
B01625,GLOBE CAR SERVICE INC,04/26/2015,107,8
B02306,ACCUELIMO LUXURY LLC,04/26/2015,107,20
B01625,GLOBE CAR SERVICE INC,04/29/2015,107,9
B01478,"UNIWORLD BROTHERS ENTERPRISES, INC.",05/02/2015,107,12
B01452,AREAS TRANSP INC,05/03/2015,107,12
B02133,"TWR CAR & LIMO, INC.",05/05/2015,107,36
B00008,T-D MAINTENANCE CORP,05/08/2015,107,16
B01854,EUROPE LIMOUSINE SERVICE INC,05/14/2015,107,31
B01625,GLOBE CAR SERVICE INC,05/18/2015,107,9
B00281,"VEE CEE LIMOUSINE SERVICE, INC",05/20/2015,107,9
B01625,GLOBE CAR SERVICE INC,05/22/2015,107,9
B01445,J T TRANS CO INC,05/26/2015,107,46
B00652,RESCUE C/S INC,05/27/2015,107,15
B01625,GLOBE CAR SERVICE INC,06/04/2015,107,9
B02462,TIFFANY'S CAR SERVICE INC.,06/05/2015,107,18
B01877,U.S.A. LIMO. INC.,06/07/2015,107,58
B01625,GLOBE CAR SERVICE INC,06/21/2015,107,10
B02462,TIFFANY'S CAR SERVICE INC.,06/24/2015,107,16
B01875,ON LINE LIMOUSINE LLC,06/26/2015,107,36
B02133,"TWR CAR & LIMO, INC.",07/08/2015,107,35
B02133,"TWR CAR & LIMO, INC.",07/14/2015,107,33
B02133,"TWR CAR & LIMO, INC.",07/15/2015,107,35
B02133,"TWR CAR & LIMO, INC.",07/21/2015,107,35
B00281,"VEE CEE LIMOUSINE SERVICE, INC",07/22/2015,107,10
B01308,LIL'D DISPATCH INC.,07/28/2015,107,24
B01625,GLOBE CAR SERVICE INC,07/30/2015,107,8
B02022,GOLD SEAL CAR & LIMO INC.,01/14/2015,106,30
B00013,LOVE CORP CAR INC,01/19/2015,106,53
B01522,"STM ENTERPRISES,INC",02/09/2015,106,16
B00412,NYC 2 WAY INTERNATIONAL LTD,02/22/2015,106,29
B01522,"STM ENTERPRISES,INC",02/26/2015,106,15
B00272,BIG APPLE CAR INC,03/01/2015,106,55
B02468,GROUNDLINK HOLDINGS LLC,03/05/2015,106,30
B01445,J T TRANS CO INC,03/20/2015,106,45
B01445,J T TRANS CO INC,03/22/2015,106,47
B00296,PRIME TIME TRANS. INC,03/24/2015,106,45
B01522,"STM ENTERPRISES,INC",03/25/2015,106,15
B02725,KIRIN TRANSPORTATION INC,04/01/2015,106,1
B02794,ASAP LUXE INC,04/03/2015,106,17
B01741,MONACO LIMO & CAR SERVICES INC.,04/04/2015,106,16
B01280,BENSONHURST RIDE INC.,04/05/2015,106,17
B01998,FIRST CORPORATE SEDANS INC.,04/05/2015,106,53
B00608,SUMMIT CORP CAR INC,04/10/2015,106,35
B01445,J T TRANS CO INC,04/13/2015,106,51
B01625,GLOBE CAR SERVICE INC,04/21/2015,106,8
B01625,GLOBE CAR SERVICE INC,04/23/2015,106,8
B02410,"POLO LIMOUSINE, CORP.",04/23/2015,106,30
B02306,ACCUELIMO LUXURY LLC,04/24/2015,106,19
B01733,SHMT INC.,04/28/2015,106,9
B02110,"OPTIMUM CAR & LIMO, INC.",04/29/2015,106,8
B00296,PRIME TIME TRANS. INC,04/30/2015,106,44
B01625,GLOBE CAR SERVICE INC,05/06/2015,106,9
B02306,ACCUELIMO LUXURY LLC,05/07/2015,106,19
B02725,KIRIN TRANSPORTATION INC,05/07/2015,106,1
B01973,RAJA CAR & LIMOUSINE SERVICE INC.,05/08/2015,106,18
B02095,"COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,",05/10/2015,106,55
B01990,SUK INCORPORATED,05/11/2015,106,44
B02574,"MTC LIMOUSINE & CORPORATE COACH,INC.",05/11/2015,106,49
B01546,BELLE ROCK OF BEACH CHANNEL INC.,05/14/2015,106,9
B01625,GLOBE CAR SERVICE INC,05/14/2015,106,9
B02397,CHICO EXPRESS CORP. 2,05/14/2015,106,9
B02716,"GEMINI GLOBAL TRANSPORTATION,LLC.",05/14/2015,106,1
B01417,NESHER EXPRESS CAR SERVICE 2 INC.,05/15/2015,106, -   
B00652,RESCUE C/S INC,05/17/2015,106,14
B01280,BENSONHURST RIDE INC.,05/17/2015,106,18
B02590,LUXOR LIMO INC,05/21/2015,106, -   
B01452,AREAS TRANSP INC,05/23/2015,106,11
B01625,GLOBE CAR SERVICE INC,05/24/2015,106,9
b00941,PERSONAL TOUCH C/S,05/26/2015,106, -   
B01625,GLOBE CAR SERVICE INC,05/26/2015,106,9
B01995,NYMEX UNO EXECUTIVE SEDAN'S INC,05/26/2015,106,15
B01625,GLOBE CAR SERVICE INC,05/29/2015,106,9
B02590,LUXOR LIMO INC,05/29/2015,106, -   
B01984,NY 88 EXPRESS CORP.,05/31/2015,106,43
B02133,"TWR CAR & LIMO, INC.",06/02/2015,106,36
B02532,COZY RIDE LIMOUSINE INC,06/02/2015,106, -   
B01625,GLOBE CAR SERVICE INC,06/03/2015,106,9
B01346,ARECIBO C/S INC,06/04/2015,106,12
B01522,"STM ENTERPRISES,INC",06/05/2015,106,16
B00014,NY ONE CORP CAR INC,06/06/2015,106,56
B01478,"UNIWORLD BROTHERS ENTERPRISES, INC.",06/06/2015,106,11
B00013,LOVE CORP CAR INC,06/13/2015,106,59
b01048,HILLSIDE 24 HOURS RADIO DISPATCH INC,06/16/2015,106,8
B01625,GLOBE CAR SERVICE INC,06/17/2015,106,10
B00475,RIDGE TRANSPORTATION CORP.,06/18/2015,106,8
b01048,HILLSIDE 24 HOURS RADIO DISPATCH INC,06/30/2015,106,8
B01478,"UNIWORLD BROTHERS ENTERPRISES, INC.",07/04/2015,106,11
B00030,TREMONT DISPATCHING CORP,07/12/2015,106,12
B01625,GLOBE CAR SERVICE INC,07/14/2015,106,10
B01625,GLOBE CAR SERVICE INC,07/19/2015,106,10
B00281,"VEE CEE LIMOUSINE SERVICE, INC",07/23/2015,106,11
B00381,BELL RADIO INC,02/07/2015,105,43
B00013,LOVE CORP CAR INC,02/21/2015,105,51
B01522,"STM ENTERPRISES,INC",03/09/2015,105,16
B01522,"STM ENTERPRISES,INC",03/26/2015,105,16
B00888,ACE C/L SVCE INC,03/27/2015,105,37
B01522,"STM ENTERPRISES,INC",04/01/2015,105,15
B02794,ASAP LUXE INC,04/02/2015,105,17
B02716,"GEMINI GLOBAL TRANSPORTATION,LLC.",04/06/2015,105,1
B02725,KIRIN TRANSPORTATION INC,04/06/2015,105,1
B00202,"EXCELSIOR CAR & LIMO, INC.",04/07/2015,105,19
b00983,"1431 CAR SERVICE, INC.",04/08/2015,105,10
B02794,ASAP LUXE INC,04/08/2015,105,17
b00983,"1431 CAR SERVICE, INC.",04/10/2015,105,10
B01741,MONACO LIMO & CAR SERVICES INC.,04/10/2015,105,17
B00014,NY ONE CORP CAR INC,04/11/2015,105,65
B02726,COMPADRE CAR SERVICE INC.,04/11/2015,105,9
B02468,GROUNDLINK HOLDINGS LLC,04/12/2015,105,26
B02657,MALCOLM LIMO EXPRESS CORP.,04/12/2015,105, -   
B02794,ASAP LUXE INC,04/12/2015,105,13
B02716,"GEMINI GLOBAL TRANSPORTATION,LLC.",04/16/2015,105,1
B02726,COMPADRE CAR SERVICE INC.,04/19/2015,105,9
B00296,PRIME TIME TRANS. INC,04/22/2015,105,43
B01675,"TOWNCAR TRANSPORTATION, INC.",04/22/2015,105,14
B01445,J T TRANS CO INC,04/27/2015,105,42
B01854,EUROPE LIMOUSINE SERVICE INC,04/27/2015,105,33
B02716,"GEMINI GLOBAL TRANSPORTATION,LLC.",04/27/2015,105,1
B00281,"VEE CEE LIMOUSINE SERVICE, INC",04/29/2015,105,10
B00296,PRIME TIME TRANS. INC,04/29/2015,105,44
B02410,"POLO LIMOUSINE, CORP.",04/29/2015,105,25
B01675,"TOWNCAR TRANSPORTATION, INC.",04/30/2015,105,14
B01625,GLOBE CAR SERVICE INC,05/01/2015,105,9
B01625,GLOBE CAR SERVICE INC,05/02/2015,105,9
B00652,RESCUE C/S INC,05/07/2015,105,17
B01522,"STM ENTERPRISES,INC",05/08/2015,105,16
B00272,BIG APPLE CAR INC,05/10/2015,105,61
B01854,EUROPE LIMOUSINE SERVICE INC,05/11/2015,105,30
B02306,ACCUELIMO LUXURY LLC,05/11/2015,105,19
B00030,TREMONT DISPATCHING CORP,05/12/2015,105,12
B01625,GLOBE CAR SERVICE INC,05/16/2015,105,9
B01973,RAJA CAR & LIMOUSINE SERVICE INC.,05/16/2015,105,19
B02716,"GEMINI GLOBAL TRANSPORTATION,LLC.",05/20/2015,105,1
B01625,GLOBE CAR SERVICE INC,05/21/2015,105,9
B01280,BENSONHURST RIDE INC.,05/23/2015,105,18
B02716,"GEMINI GLOBAL TRANSPORTATION,LLC.",05/24/2015,105,1
B02725,KIRIN TRANSPORTATION INC,05/25/2015,105,1
B01522,"STM ENTERPRISES,INC",05/29/2015,105,14
B02095,"COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,",05/29/2015,105,65
B00030,TREMONT DISPATCHING CORP,05/30/2015,105,12
B01280,BENSONHURST RIDE INC.,05/31/2015,105,18
B01625,GLOBE CAR SERVICE INC,06/01/2015,105,9
B02306,ACCUELIMO LUXURY LLC,06/03/2015,105,21
B01625,GLOBE CAR SERVICE INC,06/05/2015,105,9
B02468,GROUNDLINK HOLDINGS LLC,06/05/2015,105,33
B00030,TREMONT DISPATCHING CORP,06/12/2015,105,12
B02306,ACCUELIMO LUXURY LLC,06/15/2015,105,22
B01625,GLOBE CAR SERVICE INC,06/19/2015,105,10
B00030,TREMONT DISPATCHING CORP,06/30/2015,105,12
B00014,NY ONE CORP CAR INC,07/05/2015,105,48
B01625,GLOBE CAR SERVICE INC,07/05/2015,105,10
B01308,LIL'D DISPATCH INC.,07/06/2015,105,24
B02468,GROUNDLINK HOLDINGS LLC,07/06/2015,105,32
B01625,GLOBE CAR SERVICE INC,07/11/2015,105,10
B00481,806 SERVICE LLC,07/21/2015,105,9
B02468,GROUNDLINK HOLDINGS LLC,07/21/2015,105,27
B01311,DISCOUNT CAR SVCE,07/28/2015,105,10
B00030,TREMONT DISPATCHING CORP,07/30/2015,105,12
B00608,SUMMIT CORP CAR INC,07/31/2015,105,33
B00477,INTA-BORO ACRES INC,01/04/2015,104,51
B01990,SUK INCORPORATED,01/06/2015,104,25
B01877,U.S.A. LIMO. INC.,02/28/2015,104,57
B02715,GROUNDANYWHERE LLC,02/28/2015,104,42
B00277,ALL CITY CORP TRANS INC,03/06/2015,104,36
B02095,"COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,",03/21/2015,104,35
B01445,J T TRANS CO INC,03/27/2015,104,47
B01445,J T TRANS CO INC,03/31/2015,104,42
B00227,"PARK WEST EXEC. SERVICES, INC.",04/05/2015,104,49
B02725,KIRIN TRANSPORTATION INC,04/07/2015,104,1
B01675,"TOWNCAR TRANSPORTATION, INC.",04/11/2015,104,11
B01625,GLOBE CAR SERVICE INC,04/13/2015,104,8
b00983,"1431 CAR SERVICE, INC.",04/14/2015,104,9
B01733,SHMT INC.,04/21/2015,104,9
B00202,"EXCELSIOR CAR & LIMO, INC.",04/24/2015,104,16
B02726,COMPADRE CAR SERVICE INC.,05/04/2015,104,8
B01625,GLOBE CAR SERVICE INC,05/05/2015,104,9
B00013,LOVE CORP CAR INC,05/09/2015,104,53
B01973,RAJA CAR & LIMOUSINE SERVICE INC.,05/15/2015,104,18
B01675,"TOWNCAR TRANSPORTATION, INC.",05/16/2015,104,13
B01625,GLOBE CAR SERVICE INC,05/17/2015,104,9
B02716,"GEMINI GLOBAL TRANSPORTATION,LLC.",05/17/2015,104,1
B00652,RESCUE C/S INC,05/18/2015,104,16
B02661,MIC-LOU CAR SERVICES_LLC,05/18/2015,104, -   
B01995,NYMEX UNO EXECUTIVE SEDAN'S INC,05/19/2015,104,14
B01546,BELLE ROCK OF BEACH CHANNEL INC.,05/22/2015,104,9
B01733,SHMT INC.,05/25/2015,104,9
B01973,RAJA CAR & LIMOUSINE SERVICE INC.,05/26/2015,104,13
B02133,"TWR CAR & LIMO, INC.",05/27/2015,104,35
B02726,COMPADRE CAR SERVICE INC.,05/27/2015,104,8
B01625,GLOBE CAR SERVICE INC,05/28/2015,104,8
B01069,RPO CAR AND LIMOUSINE SERVICE INC.,05/30/2015,104,11
B00013,LOVE CORP CAR INC,05/31/2015,104,49
B01625,GLOBE CAR SERVICE INC,05/31/2015,104,9
B02590,LUXOR LIMO INC,06/04/2015,104, -   
B02306,ACCUELIMO LUXURY LLC,06/05/2015,104,22
B02110,"OPTIMUM CAR & LIMO, INC.",06/10/2015,104,8
B01625,GLOBE CAR SERVICE INC,06/12/2015,104,10
B01346,ARECIBO C/S INC,06/13/2015,104,11
B01625,GLOBE CAR SERVICE INC,06/18/2015,104,10
B01625,GLOBE CAR SERVICE INC,06/25/2015,104,10
B02110,"OPTIMUM CAR & LIMO, INC.",06/25/2015,104,10
B01877,U.S.A. LIMO. INC.,06/28/2015,104,54
B02723,CHARLIE BLACK CAR INC,06/30/2015,104, -   
B01625,GLOBE CAR SERVICE INC,07/03/2015,104,10
B01625,GLOBE CAR SERVICE INC,07/08/2015,104,10
B01478,"UNIWORLD BROTHERS ENTERPRISES, INC.",07/10/2015,104,13
B02468,GROUNDLINK HOLDINGS LLC,07/10/2015,104,36
B01417,NESHER EXPRESS CAR SERVICE 2 INC.,07/17/2015,104, -   
B00888,ACE C/L SVCE INC,07/27/2015,104,36
B01625,GLOBE CAR SERVICE INC,07/31/2015,104,8
B00280,FLEET RADIO DISPATCH CORP.,01/03/2015,103,43
B01877,U.S.A. LIMO. INC.,01/04/2015,103,53
B02120,HARRISON GLOBAL LLC,01/04/2015,103,46
B00053,CHARGE AND RIDE INC,02/10/2015,103,59
B02120,HARRISON GLOBAL LLC,02/21/2015,103,55
B01445,J T TRANS CO INC,03/02/2015,103,51
B01984,NY 88 EXPRESS CORP.,03/08/2015,103,43
B00296,PRIME TIME TRANS. INC,03/17/2015,103,44
B00053,CHARGE AND RIDE INC,03/26/2015,103,57
B01675,"TOWNCAR TRANSPORTATION, INC.",04/01/2015,103,14
B02794,ASAP LUXE INC,04/01/2015,103,15
B01177,SLMK INC.,04/13/2015,103,7
B01675,"TOWNCAR TRANSPORTATION, INC.",04/16/2015,103,14
B02133,"TWR CAR & LIMO, INC.",04/16/2015,103,36
B02410,"POLO LIMOUSINE, CORP.",04/16/2015,103,30
B01197,"TEL-A-CAR OF NEW YORK, LLC",04/19/2015,103,44
B01280,BENSONHURST RIDE INC.,04/19/2015,103,15
B01625,GLOBE CAR SERVICE INC,04/19/2015,103,8
B01625,GLOBE CAR SERVICE INC,04/20/2015,103,8
B01675,"TOWNCAR TRANSPORTATION, INC.",04/21/2015,103,12
B00202,"EXCELSIOR CAR & LIMO, INC.",04/22/2015,103,19
B00652,RESCUE C/S INC,04/28/2015,103,18
b00983,"1431 CAR SERVICE, INC.",04/29/2015,103,12
B00652,RESCUE C/S INC,04/30/2015,103,17
B02022,GOLD SEAL CAR & LIMO INC.,05/14/2015,103,31
B02410,"POLO LIMOUSINE, CORP.",05/14/2015,103,28
B02590,LUXOR LIMO INC,05/14/2015,103, -   
B00381,BELL RADIO INC,05/16/2015,103,49
B02306,ACCUELIMO LUXURY LLC,05/18/2015,103,20
B00334,DO MAX CORP.,05/23/2015,103,38
B01452,AREAS TRANSP INC,05/24/2015,103,9
B01973,RAJA CAR & LIMOUSINE SERVICE INC.,05/24/2015,103,14
B01854,EUROPE LIMOUSINE SERVICE INC,05/27/2015,103,27
B01079,THE METRO MARINE CAR SERVICE INC,05/30/2015,103, -   
B01308,LIL'D DISPATCH INC.,06/03/2015,103,24
B01625,GLOBE CAR SERVICE INC,06/09/2015,103,10
B02110,"OPTIMUM CAR & LIMO, INC.",06/09/2015,103,8
B00475,RIDGE TRANSPORTATION CORP.,06/11/2015,103,8
B02133,"TWR CAR & LIMO, INC.",06/11/2015,103,36
b00941,PERSONAL TOUCH C/S,06/12/2015,103, -   
B01308,LIL'D DISPATCH INC.,06/12/2015,103,24
B01995,NYMEX UNO EXECUTIVE SEDAN'S INC,06/13/2015,103,14
B02723,CHARLIE BLACK CAR INC,06/16/2015,103, -   
B02306,ACCUELIMO LUXURY LLC,06/18/2015,103,23
B02110,"OPTIMUM CAR & LIMO, INC.",06/26/2015,103,9
B01625,GLOBE CAR SERVICE INC,06/29/2015,103,10
B00888,ACE C/L SVCE INC,06/30/2015,103,31
B02133,"TWR CAR & LIMO, INC.",07/01/2015,103,34
B01311,DISCOUNT CAR SVCE,07/11/2015,103,10
B01478,"UNIWORLD BROTHERS ENTERPRISES, INC.",07/11/2015,103,12
b00941,PERSONAL TOUCH C/S,07/12/2015,103, -   
B01625,GLOBE CAR SERVICE INC,07/12/2015,103,9
B02133,"TWR CAR & LIMO, INC.",07/13/2015,103,31
B00171,SHAMROCK DISPATCH INC,07/26/2015,103,11
B00281,"VEE CEE LIMOUSINE SERVICE, INC",07/29/2015,103,12
B02468,GROUNDLINK HOLDINGS LLC,07/30/2015,103,29
B00412,NYC 2 WAY INTERNATIONAL LTD,01/04/2015,102,22
B02569,GOGREENRIDE INC.,01/31/2015,102,1
B01522,"STM ENTERPRISES,INC",02/07/2015,102,15
B01522,"STM ENTERPRISES,INC",02/14/2015,102,15
B01522,"STM ENTERPRISES,INC",02/27/2015,102,15
B02569,GOGREENRIDE INC.,02/28/2015,102,1
B01522,"STM ENTERPRISES,INC",03/04/2015,102,14
B01877,U.S.A. LIMO. INC.,04/05/2015,102,50
B01625,GLOBE CAR SERVICE INC,04/07/2015,102,8
B02306,ACCUELIMO LUXURY LLC,04/10/2015,102,21
b00983,"1431 CAR SERVICE, INC.",04/13/2015,102,10
B00296,PRIME TIME TRANS. INC,04/14/2015,102,42
B01069,RPO CAR AND LIMOUSINE SERVICE INC.,04/19/2015,102,12
B00475,RIDGE TRANSPORTATION CORP.,04/20/2015,102,8
B00202,"EXCELSIOR CAR & LIMO, INC.",04/23/2015,102,20
B02794,ASAP LUXE INC,04/25/2015,102,18
B01973,RAJA CAR & LIMOUSINE SERVICE INC.,04/27/2015,102,16
B02110,"OPTIMUM CAR & LIMO, INC.",04/27/2015,102,8
b01048,HILLSIDE 24 HOURS RADIO DISPATCH INC,05/01/2015,102,9
B01417,NESHER EXPRESS CAR SERVICE 2 INC.,05/01/2015,102, -   
B01973,RAJA CAR & LIMOUSINE SERVICE INC.,05/01/2015,102,16
B00013,LOVE CORP CAR INC,05/03/2015,102,48
B02726,COMPADRE CAR SERVICE INC.,05/07/2015,102,10
B00272,BIG APPLE CAR INC,05/09/2015,102,61
b01048,HILLSIDE 24 HOURS RADIO DISPATCH INC,05/09/2015,102,9
B01675,"TOWNCAR TRANSPORTATION, INC.",05/10/2015,102,13
B02022,GOLD SEAL CAR & LIMO INC.,05/12/2015,102,29
B00030,TREMONT DISPATCHING CORP,05/15/2015,102,10
B01069,RPO CAR AND LIMOUSINE SERVICE INC.,05/15/2015,102,12
B00381,BELL RADIO INC,05/17/2015,102,46
B01546,BELLE ROCK OF BEACH CHANNEL INC.,05/21/2015,102,9
B02590,LUXOR LIMO INC,05/22/2015,102, -   
B02661,MIC-LOU CAR SERVICES_LLC,05/24/2015,102, -   
B01522,"STM ENTERPRISES,INC",06/06/2015,102,15
B01625,GLOBE CAR SERVICE INC,06/11/2015,102,9
B00030,TREMONT DISPATCHING CORP,06/15/2015,102,10
B02723,CHARLIE BLACK CAR INC,06/19/2015,102, -   
B01308,LIL'D DISPATCH INC.,06/22/2015,102,24
B00281,"VEE CEE LIMOUSINE SERVICE, INC",06/23/2015,102,9
B01625,GLOBE CAR SERVICE INC,06/27/2015,102,10
B01478,"UNIWORLD BROTHERS ENTERPRISES, INC.",06/28/2015,102,10
B00888,ACE C/L SVCE INC,06/29/2015,102,33
B02241,"MARU & KITANO, INC.",07/07/2015,102, -   
B01308,LIL'D DISPATCH INC.,07/09/2015,102,24
B00030,TREMONT DISPATCHING CORP,07/15/2015,102,10
B02133,"TWR CAR & LIMO, INC.",07/16/2015,102,33
B01478,"UNIWORLD BROTHERS ENTERPRISES, INC.",07/17/2015,102,13
B01625,GLOBE CAR SERVICE INC,07/22/2015,102,10
B01625,GLOBE CAR SERVICE INC,07/25/2015,102,10
B02715,GROUNDANYWHERE LLC,01/17/2015,101,43
B01522,"STM ENTERPRISES,INC",02/15/2015,101,11
B01522,"STM ENTERPRISES,INC",03/08/2015,101,15
B01522,"STM ENTERPRISES,INC",03/11/2015,101,16
B01984,NY 88 EXPRESS CORP.,03/15/2015,101,41
B01522,"STM ENTERPRISES,INC",03/29/2015,101,13
B00296,PRIME TIME TRANS. INC,03/30/2015,101,40
B00296,PRIME TIME TRANS. INC,04/02/2015,101,46
B02133,"TWR CAR & LIMO, INC.",04/02/2015,101,36
B01625,GLOBE CAR SERVICE INC,04/11/2015,101,8
B01280,BENSONHURST RIDE INC.,04/12/2015,101,13
B01741,MONACO LIMO & CAR SERVICES INC.,04/18/2015,101,18
B02716,"GEMINI GLOBAL TRANSPORTATION,LLC.",04/23/2015,101,1
B01522,"STM ENTERPRISES,INC",04/25/2015,101,16
B00280,FLEET RADIO DISPATCH CORP.,04/26/2015,101,50
B02308,NORWOOD CAR & LIMO INC.,05/01/2015,101,21
B00078,R & R ROAD LIMO SVCE INC,05/07/2015,101,46
B02716,"GEMINI GLOBAL TRANSPORTATION,LLC.",05/12/2015,101,1
B01625,GLOBE CAR SERVICE INC,05/13/2015,101,7
B02306,ACCUELIMO LUXURY LLC,05/13/2015,101,21
B02590,LUXOR LIMO INC,05/20/2015,101, -   
B02716,"GEMINI GLOBAL TRANSPORTATION,LLC.",05/25/2015,101,1
B01973,RAJA CAR & LIMOUSINE SERVICE INC.,05/28/2015,101,17
B02306,ACCUELIMO LUXURY LLC,05/29/2015,101,21
B02308,NORWOOD CAR & LIMO INC.,05/29/2015,101,25
B02306,ACCUELIMO LUXURY LLC,06/08/2015,101,21
B02716,"GEMINI GLOBAL TRANSPORTATION,LLC.",06/09/2015,101,1
B01625,GLOBE CAR SERVICE INC,06/10/2015,101,10
B01478,"UNIWORLD BROTHERS ENTERPRISES, INC.",06/12/2015,101,14
B02462,TIFFANY'S CAR SERVICE INC.,06/12/2015,101,18
B01367,"ROYAL DISPATCH SERVICES, INC.",06/14/2015,101,40
B01478,"UNIWORLD BROTHERS ENTERPRISES, INC.",06/15/2015,101,13
B01625,GLOBE CAR SERVICE INC,06/23/2015,101,10
B01625,GLOBE CAR SERVICE INC,06/24/2015,101,9
B02462,TIFFANY'S CAR SERVICE INC.,06/26/2015,101,18
B02468,GROUNDLINK HOLDINGS LLC,06/26/2015,101,31
B01625,GLOBE CAR SERVICE INC,07/06/2015,101,10
B01625,GLOBE CAR SERVICE INC,07/17/2015,101,10
B00481,806 SERVICE LLC,07/23/2015,101,10
B00281,"VEE CEE LIMOUSINE SERVICE, INC",07/24/2015,101,10
B01625,GLOBE CAR SERVICE INC,07/28/2015,101,9
B01522,"STM ENTERPRISES,INC",01/31/2015,100,16
B01522,"STM ENTERPRISES,INC",02/05/2015,100,15
B01197,"TEL-A-CAR OF NEW YORK, LLC",02/28/2015,100,39
B01984,NY 88 EXPRESS CORP.,03/01/2015,100,37
B00296,PRIME TIME TRANS. INC,03/09/2015,100,44
B00053,CHARGE AND RIDE INC,03/17/2015,100,59
B01522,"STM ENTERPRISES,INC",03/27/2015,100,14
B02306,ACCUELIMO LUXURY LLC,04/05/2015,100,18
B01625,GLOBE CAR SERVICE INC,04/06/2015,100,9
b00983,"1431 CAR SERVICE, INC.",04/07/2015,100,8
B01679,CENTURY CAR SERVICE INC.,04/09/2015,100,7
B01197,"TEL-A-CAR OF NEW YORK, LLC",04/12/2015,100,46
B01625,GLOBE CAR SERVICE INC,04/14/2015,100,8
B00296,PRIME TIME TRANS. INC,04/15/2015,100,42
b01048,HILLSIDE 24 HOURS RADIO DISPATCH INC,04/17/2015,100,8
B02110,"OPTIMUM CAR & LIMO, INC.",04/17/2015,100,9
B02306,ACCUELIMO LUXURY LLC,04/17/2015,100,22
B01445,J T TRANS CO INC,04/20/2015,100,42
B01522,"STM ENTERPRISES,INC",04/20/2015,100,15
B02110,"OPTIMUM CAR & LIMO, INC.",04/24/2015,100,8
B01675,"TOWNCAR TRANSPORTATION, INC.",04/28/2015,100,11
B01522,"STM ENTERPRISES,INC",04/30/2015,100,14
B02661,MIC-LOU CAR SERVICES_LLC,05/01/2015,100,1
B01522,"STM ENTERPRISES,INC",05/02/2015,100,16
B01625,GLOBE CAR SERVICE INC,05/04/2015,100,9
B00296,PRIME TIME TRANS. INC,05/11/2015,100,39
B02110,"OPTIMUM CAR & LIMO, INC.",05/12/2015,100,8
B01854,EUROPE LIMOUSINE SERVICE INC,05/13/2015,100,30
B00296,PRIME TIME TRANS. INC,05/14/2015,100,42
B01973,RAJA CAR & LIMOUSINE SERVICE INC.,05/14/2015,100,19
b01048,HILLSIDE 24 HOURS RADIO DISPATCH INC,05/15/2015,100,9
B00281,"VEE CEE LIMOUSINE SERVICE, INC",05/18/2015,100,9
b00983,"1431 CAR SERVICE, INC.",05/23/2015,100,9
B01984,NY 88 EXPRESS CORP.,05/24/2015,100,37
B01995,NYMEX UNO EXECUTIVE SEDAN'S INC,05/28/2015,100,14
B02306,ACCUELIMO LUXURY LLC,05/28/2015,100,21
B01452,AREAS TRANSP INC,05/30/2015,100,12
B01675,"TOWNCAR TRANSPORTATION, INC.",05/30/2015,100,14
B01973,RAJA CAR & LIMOUSINE SERVICE INC.,05/31/2015,100,14
B01625,GLOBE CAR SERVICE INC,06/06/2015,100,10
B01625,GLOBE CAR SERVICE INC,06/08/2015,100,10
B01197,"TEL-A-CAR OF NEW YORK, LLC",06/14/2015,100,43
B02308,NORWOOD CAR & LIMO INC.,06/17/2015,100,14
